15887,La historia de la familia Roccamatio de Helsinki,3.48,spa,91,14,Destino Ediciones,Thriller,22
15888,An Instance of the Fingerpost,3.94,eng,691,19134,Riverhead Books,Biography,49
15890,An Instance of the Fingerpost,3.94,eng,691,214,Riverhead Books,Thriller,30
15900,Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),3.96,eng,256,29,Turtleback,Western,10
15901,Friends  Lovers  Chocolate (Isabel Dalhousie  #2),3.62,eng,261,9901,Pantheon Books,Western,20
15902,The Right Attitude to Rain (Isabel Dalhousie  #3),3.75,eng,276,7776,Pantheon Books,Memoir,43
15904,The Sunday Philosophy Club (Isabel Dalhousie  #1),3.36,eng,272,16314,Anchor,Horror,35
15905,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),3.69,eng,128,4833,Anchor,Children's,25
15910,Geisha: The Life  the Voices  the Art,3.9,eng,128,188,Knopf,Young Adult,22
15923,True Believers (Gregor Demarkian  #17),3.88,eng,432,237,Minotaur Books,Science Fiction,44
15924,At First Sight (Jeremy Marsh & Lexie Darnell  #2),3.82,eng,204,68379,Grand Central Publishing,Science Fiction,50
15925,The Guardian,4.15,eng,400,148042,Grand Central Publishing,Mystery,23
15930,Wokini: A Lakota Journey to Happiness and Self-Understanding,3.57,eng,175,253,Hay House,Romance,15
15931,The Notebook (The Notebook  #1),4.09,eng,214,1090603,Bantam,Horror,49
15937,À tout jamais,4.17,fre,214,186,Pocket,Biography,19
15948,Weg der Träume,4.03,ger,352,8,Heyne,Thriller,44
15952,Noches de tormenta,3.84,spa,190,22,Roca Editorial,Self-help,14
15956,True Believer,3.8,en-US,322,896,Warner Books,Western,34
15957,The Patron Saint of Liars,3.8,eng,352,25342,HarperCollins Publishers,Dystopian,50
15962,Because It Is Bitter  and Because It Is My Heart,3.89,eng,416,2690,Plume,Self-help,21
15966,The Female of the Species: Tales of Mystery and Suspense,3.62,eng,275,1009,Mariner Books,Fantasy,13
15967,The Falls,3.58,eng,512,8278,Harper Perennial,Children's,12
15971,The Assignation: Stories,3.8,eng,208,337,PerfectBound,Children's,13
15972,The Gravedigger's Daughter,3.55,eng,582,7518,Ecco,Mystery,26
15973,Middle Age: A Romance,3.58,eng,480,1650,Ecco,Romance,38
15974,Black Water,3.54,eng,160,5513,Plume,Self-help,12
15975,Blonde,3.99,fre,1110,6903,Le Livre de Poche,Historical Fiction,17
15977,The Museum of Dr. Moses: Tales of Mystery and Suspense,3.4,en-US,229,778,Houghton Mifflin Harcourt,Thriller,24
15981,A Garden of Earthly Delights (Wonderland Quartet  #1),3.84,eng,406,1448,Modern Library,Biography,33
15997,Paradise Lost,3.82,eng,453,113473,Penguin Classics,Self-help,13
16004,Paradise Lost,3.82,eng,374,269,Oxford University Press,Historical Fiction,49
16005,Paradise Lost,3.82,eng,590,1909,W. W. Norton & Company,Dystopian,44
16006,Paradise (Second Opportunities  #1),4.31,eng,709,27430,Pocket Books,Historical Fiction,43
16007,Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,4.03,eng,288,1776,Broadway Books,Memoir,38
16014,Milton's Paradise Lost,3.82,eng,384,118,Booksales,Fantasy,40
16021,The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,2.55,eng,272,33,Authorhouse,Science Fiction,36
16033,Mary Queen of Scotland and The Isles,4.05,eng,870,11523,St. Martin's Griffin,Dystopian,41
16035,When the Elephants Dance,4.03,en-US,368,2627,Penguin Books,Thriller,23
16047,A Thread of Grace,4.02,eng,442,11782,Ballantine Books,Historical Fiction,16
16051,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,3.95,eng,281,4151,Random House Trade,Non-fiction,29
16059,The Dive From Clausen's Pier,3.42,eng,432,19844,Vintage,Romance,26
16063,The Dive from Clausen's Pier,3.42,eng,368,60,Piatkus,Children's,27
16074,A Dubious Codicil,3.25,eng,224,3,Random House UK Distribution,Young Adult,21
16076,The Awakening and Selected Stories,3.92,eng,296,9459,Simon  Schuster,Biography,18
16077,Complete Novels and Stories,4.28,eng,1075,506,Library of America,Mystery,40
16085,Beowulf & Grendel: The Truth Behind England's Oldest Legend,3.57,en-US,246,47,Watkins Publishing,Dystopian,19
16091,Grendel: Devil by the Deed,4.08,eng,48,539,Dark Horse Comics,Memoir,50
16093,Fuselfieber,3.79,ger,320,14,Diana TB,Science Fiction,45
16102,Mi vida en rose,3.99,spa,240,5,Debolsillo,Dystopian,32
16111,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),4.22,eng,793,1145,University of Chicago Press,Non-fiction,21
16112,Anthony Powell: A Life,3.72,eng,352,39,Harry N. Abrams,Self-help,32
16113,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),3.95,eng,718,3817,University of Chicago Press,Mystery,22
16114,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),4.26,eng,715,1289,University of Chicago Press,Memoir,24
16115,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),4.29,eng,722,1237,University of Chicago Press,Fantasy,14
16121,Titan: The Life of John D. Rockefeller  Sr.,4.2,eng,832,15971,Vintage,Self-help,49
16130,Alexander Hamilton,4.23,eng,818,97099,Penguin Books,Western,40
16131,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,4.07,eng,812,5110,Grove Press,Historical Fiction,15
16141,Ego and Hubris: The Michael Malice Story,3.67,eng,160,390,Ballantine Books,Dystopian,22
16148,Empire of the Senseless,3.49,eng,240,1487,Grove Press,Dystopian,31
16151,Great Expectations,3.59,eng,128,740,Grove Press,Young Adult,46
16172,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,3.92,eng,464,2944,Anchor,Young Adult,16
16175,Queen of the Scene,4.06,en-US,32,94,HarperCollins,Fantasy,25
16176,The Red Queen: Sex and the Evolution of Human Nature,4.04,eng,405,13491,Harper Perennial (HarperCollins),Science Fiction,14
16177,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),4.02,en-US,288,1958,Three Rivers Press (CA),Western,12
16178,Dairy Queen (Dairy Queen  #1),3.74,eng,275,25441,Houghton Mifflin,Dystopian,27
16179,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,3.91,en-US,336,3808,William Morrow,Science Fiction,16
16180,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),3.87,eng,518,68763,Atria Books,Horror,22
16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),3.9,eng,390,136931,Washington Square Press,Fantasy,37
16182,The Favored Child (The Wideacre Trilogy  #2),3.62,eng,624,9643,Washington Square Press,Thriller,21
16183,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),3.71,eng,441,43749,Washington Square Press,Biography,15
16184,Virgin Earth  (Tradescant  #2),3.62,en-US,661,4469,Washington Square Press,Fantasy,50
16185,The Wise Woman,3.32,eng,640,6774,HarperCollins Publishers,Mystery,45
16186,Meridon (The Wideacre Trilogy  #3),3.68,eng,569,8842,Washington Square Press,Memoir,20
16187,The Little House,3.68,eng,368,1910,HarperCollins Publishers,Mystery,18
16188,Wideacre  (The Wideacre Trilogy  #1),3.3,eng,656,18944,Washington Square Press,Biography,12
16191,Un café lejos de aquí,3.84,spa,283,8,Tropismos,Romance,19
16192,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,4.3,eng,214,2543,Beacon Press,Romance,10
16193,Declarations of Independence: Cross-Examining American Ideology,4.26,eng,341,732,Harper Perennial,Western,19
16199,Citas Celestiales,3.16,spa,190,1,Umbriel,Western,16
16200,Ella Minnow Pea: A Novel in Letters,3.85,eng,208,23926,Anchor,Young Adult,41
16205,Daisy Miller and Other Stories,3.52,eng,352,558,Oxford University Press,Self-help,42
16208,The Turn of the Screw/Daisy Miller,3.61,eng,192,959,Laurel,Children's,31
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,4.12,eng,352,85408,Anchor Books,Memoir,35
16214,The Hot Zone: The Chilling True Story of an Ebola Outbreak,4.12,eng,384,163,Corgi,Thriller,47
16228,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,4.29,eng,267,12,University of California Press,Thriller,31
16229,Teacher's Pet (Wild at Heart  #7),4.05,en-US,128,170,American Girl Publishing Inc,Memoir,17
16230,Homeless (Wild at Heart  #2),4.06,eng,126,415,American Girl Publishing Inc,Dystopian,46
16234,Hear the Wind Blow,4.07,eng,224,266,Clarion Books,Children's,20
16243,Case Histories (Jackson Brodie #1),3.83,eng,389,67271,Back Bay Books,Mystery,48
16245,Three Case Histories,3.9,eng,282,622,Touchstone,Mystery,11
16267,Michael Tolliver Lives (Tales of the City  #7),3.93,en-US,277,583,Harper,Horror,19
16268,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),4.44,eng,720,514,Harper,Children's,15
16271,The Intuitionist,3.68,eng,255,7473,Anchor Books,Mystery,36
16276,John Henry Days,3.65,eng,400,1940,Anchor,Memoir,46
16280,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,4.21,en-US,320,9845,Basic Books,Biography,44
16285,The Custard Kid (Black Cats),4.4,eng,62,5,A & C Black (Childrens books),Young Adult,28
16286,The Magus,4.05,eng,656,38247,Back Bay Books,Science Fiction,33
16291,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,4.1,eng,303,28,Inner Traditions,Biography,36
16292,The Myth of the Magus (Canto Original),3.73,eng,320,27,Cambridge University Press,Romance,21
16297,Cards on the Table (Hercule Poirot  #15),3.92,eng,324,25236,Berkley,Mystery,26
16298,A Murder Is Announced (Miss Marple  #5),3.98,eng,288,33195,Black Dog & Leventhal Publishers,Biography,42
16299,And Then There Were None,4.26,eng,264,625767,St. Martin's Press,Science Fiction,45
16300,Sleeping Murder (Miss Marple  #13),3.95,eng,242,19657,Dodd Mead; 1st edition (September 1976),Horror,23
16301,Agatha Christie: An Autobiography,4.27,eng,560,4296,HarperCollins,Self-help,33
16304,Murder on the Orient Express (Hercule Poirot  #10),4.17,eng,322,145660,Berkley,Self-help,48
16305,Evil Under the Sun (Hercule Poirot  #24),3.97,eng,220,36334,Black Dog & Leventhal Publishers,Young Adult,16
16307,Hallowe'en Party (Hercule Poirot  #39),3.66,eng,336,20656,Harper,Non-fiction,14
16312,One  Two  Buckle My Shoe (Hercule Poirot  #23),3.76,eng,0,14388,HarperCollins Publishers,Horror,47
16313,A Caribbean Mystery,3.8,eng,0,49,Audiogo,Biography,22
16315,Crooked House,4.04,eng,276,24849,Minotaur Books,Horror,17
16319,The Body in the Library (Miss Marple  #3),3.85,eng,191,46454,Black Dog & Leventhal Publishers,Non-fiction,47
16320,Witness for the Prosecution and Selected Plays,4.05,eng,352,3967,HarperCollins Publishers Ltd,Biography,43
16322,The A.B.C. Murders (Hercule Poirot  #13),4.01,eng,252,69806,Black Dog & Leventhal Publishers,Horror,35
16325,Partners in Crime (Tommy and Tuppence #2),3.77,eng,347,10106,HarperCollins Publishers,Romance,16
16328,The Murder of Roger Ackroyd (Hercule Poirot  #4),4.24,eng,288,103149,Black Dog & Leventhal Publishers,Non-fiction,39
16329,Dead Man's Folly (Hercule Poirot  #33),3.79,eng,6,12256,BBC Audiobooks,Children's,28
16330,Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),3.92,eng,8,5473,AudioGO,Dystopian,46
16331,Murder at the Vicarage (Miss Marple  #1),4.05,eng,288,121099,Black Dog & Leventhal Publishers,Children's,44
16334,The Listerdale Mystery And Eleven Other Stories,3.56,eng,0,1824,AudioGO,Horror,33
16335,The Mystery of the Blue Train (Hercule Poirot  #6),3.8,eng,317,23274,Black Dog & Leventhal Publishers,Children's,44
16336,The Unexpected Guest: A Play In Two Acts,3.83,eng,100,2813,Samuel French Ltd,Science Fiction,43
16340,After the Funeral,3.87,eng,251,47,HarperCollins,Dystopian,18
16342,Cat Among the Pigeons (Hercule Poirot  #34),3.83,eng,352,21230,Berkley,Self-help,23
16343,The Mysterious Affair at Styles (Hercule Poirot  #1),3.99,eng,121,196377,Deodand,Historical Fiction,39
16347,Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),4.18,eng,656,97,Minotaur Books,Historical Fiction,23
16349,Hercule Poirot's Christmas (Hercule Poirot  #20),3.94,eng,335,26085,HarperCollins Publishers,Western,37
16352,Black Coffee (Hercule Poirot  #45.5),3.5,eng,304,10356,St. Martin's Paperbacks,Memoir,34
16357,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,3.94,eng,2,52,BBC Audiobooks,Romance,13
16364,Murder on the Orient Express (Hercule Poirot  #10),4.17,eng,266,1520,Black Dog & Leventhal Publishers,Science Fiction,39
16369,Death on the Nile (Hercule Poirot  #17),4.1,eng,351,674,Black Dog & Leventhal Publishers,Thriller,38
16371,Mrs. McGinty's Dead (Hercule Poirot  #30),3.83,eng,328,572,HarperCollins Publishers,Mystery,17
16374,The Most of P.G. Wodehouse,4.48,eng,701,1872,Simon & Schuster,Children's,28
16376,Full Moon (Blandings Castle  #7),4.17,eng,272,1860,Harry N. Abrams,Thriller,41
16377,How Right You Are  Jeeves (Jeeves  #12),4.17,eng,206,2769,Touchstone,Fantasy,31
16379,Life With Jeeves (Jeeves  #6  2  & 4),4.39,eng,557,3169,Penguin Books,Memoir,40
16384,Spring Fever,4.05,eng,276,483,Harry N. Abrams,Mystery,33
16387,Carry On  Jeeves (Jeeves  #3),4.27,eng,273,15598,The Overlook Press,Mystery,12
16388,Lord Emsworth and Others (Blandings Castle  #5.5),4.16,eng,268,1099,The Overlook Press,Mystery,50
16390,The Mating Season (Jeeves  #9),4.26,eng,272,4616,Harry N. Abrams,Thriller,14
16392,Thank You  Jeeves (Jeeves  #5),4.24,eng,263,5700,Harry N. Abrams,Western,46
16393,Big Money,3.93,eng,288,1117,Penguin Books,Western,37
16394,Much Obliged  Jeeves,4.23,eng,208,701,Harry N. Abrams,Young Adult,45
16396,The Inimitable Jeeves (Jeeves  #2),4.24,eng,240,7442,Penguin Books,Children's,25
16398,Thank You  Jeeves,4.24,eng,6,66,AudioGO,Historical Fiction,12
16400,Money in the Bank,4.13,eng,290,321,Harry N. Abrams,Science Fiction,35
16401,The Luck of the Bodkins,4.08,eng,358,1290,Harry N. Abrams,Non-fiction,39
16414,Joy in the Morning,4.34,eng,2,49,BBC Audiobooks,Memoir,18
16425,The Labours of Hercules (Hercule Poirot  #27),3.78,eng,9,11167,AudioGO,Memoir,38
16427,Dead Man's Folly (Hercule Poirot  #33),3.79,eng,288,619,HarperCollins Publishers,Romance,45
16428,Hercule Poirot's Casebook (Hercule Poirot  #42),4.31,eng,861,1865,G.P. Putnam's Sons,Memoir,26
16429,The Husband,3.8,eng,400,39604,Bantam,Horror,43
16430,City of Night (Dean Koontz's Frankenstein  #2),3.98,en-US,455,1060,Bantam Books,Biography,39
16431,Sole Survivor,3.78,eng,403,23244,Bantam Books,Horror,10
16433,Forever Odd (Odd Thomas  #2),3.97,eng,364,61555,Bantam Books,Dystopian,20
16435,Life Expectancy,4.01,eng,476,26983,Bantam Books,Horror,41
16441,The Raphael Affair (Jonathan Argyll  #1),3.54,eng,257,102,Berkley Books,Biography,11
16442,The Dream of Scipio,3.73,eng,416,3311,Riverhead Books,Horror,34
16448,Welcome to the Great Mysterious,3.78,eng,368,2432,Ballantine Books,Young Adult,15
16449,Oh My Stars,3.89,eng,416,5500,Ballantine Books,Dystopian,11
16450,Your Oasis on Flame Lake,3.59,eng,320,2194,Ballantine Books,Horror,28
16451,Patty Jane's House of Curl,3.86,eng,304,8950,Ivy Books,Science Fiction,16
16452,The Tall Pine Polka / Your Oasis on Flame Lake,3.99,eng,752,177,Ballantine Books,Horror,10
16459,Anne's House Of Dreams,4.14,eng,192,2,Hard Press,Horror,32
16464,Poirot: The Complete Ariadne Oliver  Vol. 2,4.21,en-US,727,85,HarperCollins Publishers,Historical Fiction,28
16468,The Phantom Tollbooth,4.21,en-US,256,871,Random House Books for Young Readers,Young Adult,23
16477,The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),3.81,eng,250,1247,Tom Doherty Associates,Science Fiction,34
16478,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),3.84,en-US,252,1784,Tor Books,Science Fiction,17
16479,Berserkers: The Beginning (Berserkers  #1 & #5),3.7,eng,377,232,Baen,Historical Fiction,14
16480,The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),3.88,en-US,255,1233,Tor Fantasy,Fantasy,27
16501,Ariadne's Web (Book of the Gods  #2),3.67,eng,432,172,Tor Fantasy,Science Fiction,42
16503,The Arms of Hercules (Book of the Gods  #3),3.7,eng,352,150,Tor Books,Mystery,44
16514,Berserker: Blue Death (Berserker  #8),3.71,en-US,282,254,Tor Books,Western,15
16527,Daughter of Fortune,3.91,eng,432,97539,Harper Perennial,Romance,29
16528,My Invented Country: A Nostalgic Journey Through Chile,3.85,en-US,199,4844,Harper,Western,35
16530,Aphrodite: A Memoir of the Senses,3.64,eng,320,3732,Harper Perennial,Science Fiction,41
16532,Of Love and Shadows,3.97,eng,304,17808,Dial Press Trade Paperback,Memoir,41
16535,Strange Relations,3.71,eng,476,291,Baen Books,Children's,48
16542,The Black Tower (Philip José Farmer's The Dungeon  #1),3.29,eng,339,515,Spectra Books,Fantasy,37
16543,Dayworld (Dayworld #1),3.64,eng,258,1315,Ace Books,Fantasy,26
16544,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),3.5,eng,608,50,iBooks,Biography,19
16546,Pictures by J.R.R. Tolkien,4.47,eng,102,531,Houghton Mifflin,Science Fiction,13
16547,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,3.72,en-US,316,32,Baker Books,Dystopian,40
16555,Mr. Majeika and the School Trip,3.85,eng,89,50,Puffin,Mystery,50
16556,The Infinite Plan,3.72,eng,384,7347,Harper Perennial,Romance,50
16562,Ines of My Soul,3.93,eng,528,62,Harper,Historical Fiction,20
16566,Selected Non-Fictions,4.43,eng,560,2059,Penguin Books,Children's,26
16568,The Book of Imaginary Beings,4.09,eng,236,5007,Penguin Books,Historical Fiction,35
16569,Ficciones,4.45,spa,232,90,BCP/Duckworth Publishing,Romance,17
16570,This Craft of Verse,4.32,eng,160,811,Harvard University Press,Fantasy,34
16572,Doyle Brunson's Super System,3.94,eng,605,2080,Cardoza,Young Adult,37
16575,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,4.26,eng,360,161,Wiley,Romance,16
16580,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,4.01,eng,208,160,Oregon State University Press,Young Adult,22
16593,The Coming of the Fairies,3.39,eng,189,208,Bison Books,Western,33
16595,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,4.1,en-US,208,844,Digital Manga Publishing / Dark Horse,Young Adult,45
16596,Vampire Hunter D Volume 05: The Stuff of Dreams,3.99,en-US,208,1083,Digital Manga Publishing / Dark Horse,Science Fiction,30
16597,Demon Deathchase (Vampire Hunter D  #3),4.02,eng,211,1506,Digital Manga Publishing / Dark Horse,Young Adult,38
16598,Vampire Hunter D Volume 04: Tale of the Dead Town,3.92,en-US,205,1158,Digital Manga Publishing / Dark Horse,Memoir,17
16601,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,4.27,en-US,209,1062,Digital Manga Publishing / Dark Horse,Dystopian,10
16602,Coffin: The Art of Vampire Hunter D,4.58,eng,199,596,Dark Horse Books,Young Adult,14
16604,Paradise Lost and Paradise Regained,4.08,en-US,357,329,Signet Classics,Young Adult,26
16605,Paradise Lost,3.82,eng,427,328,Hackett Publishing Company  Inc.,Non-fiction,23
16609,Leviathan,3.7,eng,672,500,Hackett Publishing Company  Inc.,Children's,11
16616,The Book of Leviathan,4.16,en-US,160,631,Harry N. Abrams,Non-fiction,35
16619,Democracy in America,4.02,eng,992,18925,Penguin Classics,Non-fiction,13
16621,Democracy in America,4.02,eng,722,390,University of Chicago Press,Children's,41
16627,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,4.1,eng,372,10,Quarry Press,Western,10
16630,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,4.25,eng,144,8,Sourcebooks,Memoir,33
16634,The Glass Bead Game,4.11,eng,558,24967,Picador,Horror,11
16640,The Sorrows of Young Werther,3.67,eng,149,45626,Modern Library,Horror,26
16641,The Sorrows of Young Werther and Selected Writings,3.8,eng,255,971,Signet Classics,Dystopian,47
16642,The Sorrows of Young Werther,3.67,en-US,104,16,MONDIAL,Western,14
16647,The Dream Master,3.64,eng,160,12,Gollancz,Memoir,41
16649,The Queen's Necklace,3.61,eng,592,99,Harper Voyager,Self-help,40
16653,Goblin Moon (The Goblin Moon Duology #1),3.79,eng,293,244,Ace,Dystopian,22
16654,The Work of the Sun (The Green Lion Trilogy #3),4,eng,258,157,Ace,Self-help,36
16656,The Castle of  the Silver Wheel,3.94,eng,278,89,Ace,Young Adult,13
16669,China and Japan (Myths and Legends),3.52,eng,404,23,Crescent,Non-fiction,29
16670,A Madman Dreams of Turing Machines,3.68,eng,230,1136,Alfred A. Knopf,Mystery,47
16675,Turing and the Universal Machine: The Making of the Modern Computer,3.33,eng,153,56,Totem Books,Young Adult,32
16677,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,4.06,en-US,224,17,Stanford University Press,Romance,41
16681,Heart of Darkness,3.42,eng,101,1363,Filiquarian Publishing  LLC.,Self-help,40
16682,Rocket Ship Galileo (Heinlein's Juveniles  #1),3.71,eng,211,6329,Ace,Western,47
16683,Tunnel in the Sky (Heinlein's Juveniles  #9),3.94,eng,262,10249,Pocket Books,Horror,18
16685,The Cat Who Walks Through Walls (The World As Myth),3.7,en-US,388,19427,Ace Books,Romance,43
16686,The Fantasies of Robert A. Heinlein,3.9,en-US,342,788,Tor Books,Mystery,47
16689,Citizen of the Galaxy,3.99,eng,288,11800,Pocket Books: Gallery Books,Non-fiction,45
16690,The Moon is a Harsh Mistress,4.17,eng,288,93782,Hodder & Stoughton,Non-fiction,26
16692,Roverandom,3.87,eng,128,471,Houghton Mifflin Harcourt,Historical Fiction,20
16697,The Mysteries of Pittsburgh,3.64,eng,320,21823,Harper Perennial,Romance,13
16702,Summerland,3.55,eng,500,619,Miramax,Children's,16
16703,The Yiddish Policemen's Union,3.71,eng,414,53300,HarperCollins,Dystopian,26
16710,The Toy Maker: The Life and Times of Inventor Frank Hornby,3,eng,352,1,Ebury Press,Romance,10
16713,The Disappointment Artist,3.63,eng,149,1613,Vintage,Historical Fiction,17
16716,The Wall of the Sky  the Wall of the Eye,3.67,eng,304,1158,Mariner Books,Young Adult,34
16717,You Don't Love Me Yet,2.81,eng,225,3854,Doubleday Books,Mystery,50
16718,Gun  With Occasional Music,3.77,eng,271,8141,Mariner Books,Biography,39
16720,As She Climbed Across the Table,3.67,eng,212,4488,Vintage,Children's,21
16721,Living With the Passive-Aggressive Man,4.03,en-US,208,208,Touchstone,Mystery,43
16726,Cypress Gardens (Images of America: Florida),3,eng,128,5,Arcadia Publishing (SC),Thriller,24
16728,The Organized Student: Teaching Children the Skills for Success in School and Beyond,3.82,en-US,246,222,Touchstone,Dystopian,26
16729,Beach Music,4.15,eng,592,38496,Dial Press,Science Fiction,10
16734,Der Gesang Des Meeres. Beach Music,4.15,ger,894,7,Lübbe,Horror,12
16735,The Prince of Tides,4.24,eng,679,178717,Dial Press Trade Paperback,Western,19
16739,Blessings,3.91,eng,393,2562,Dell,Non-fiction,14
16761,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,4.01,eng,821,76,Random House Value Publishing,Fantasy,49
16763,The Case of the Glamorous Ghost (Perry Mason),3.89,eng,232,604,Fawcett Books,Dystopian,28
16767,The Case of the Half-Wakened Wife,3.88,eng,245,435,Fawcett,Biography,20
16776,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),3.47,eng,280,788,Avon,Fantasy,49
16779,The Case of the Terrified Typist (Perry Mason #49),3.75,eng,154,591,Ballantine Books,Horror,28
16782,The Case of the Curious Bride (Perry Mason Mystery),3.87,eng,192,1559,Fawcett,Horror,23
16788,Fragile Things: Short Fictions and Wonders,4,eng,360,45473,William Morrow,Self-help,36
16789,The Good Fairies of New York,3.51,eng,242,4343,Soft Skull Press,Children's,22
16790,Smoke and Mirrors: Short Fiction and Illusions,4.04,eng,365,53464,Avon Books,Children's,36
16791,Death: The High Cost of Living,4.19,eng,104,38276,Titan Books,Romance,32
16793,Stardust,4.08,eng,248,283274,Harper Perennial,Self-help,25
16794,The Facts in the Case of the Departure of Miss Finch,3.54,eng,51,2038,Dark Horse Books,Thriller,23
16798,The Diagnosis,2.86,eng,384,898,Vintage,Science Fiction,29
16799,The Best American Science Writing 2002,3.85,eng,352,67,Harper Perennial,Children's,41
16802,The Complete Poetry,4.06,en-US,672,3418,Anchor,Thriller,12
16803,The Complete Poems and Major Prose,4.18,eng,1088,914,Hackett Publishing Company  Inc.,Science Fiction,38
16806,The Man and the Author: John Milton: Twentieth Century Perspectives,0,eng,386,0,Routledge,Children's,29
16807,The Major Works,4.24,eng,1008,285,Oxford University Press,Young Adult,11
16809,Christopher and His Kind,4.11,eng,352,2261,Univ Of Minnesota Press,Non-fiction,13
16813,The Condor And The Cows: A South American Travel Diary,3.8,eng,248,45,Univ Of Minnesota Press,Self-help,29
16842,A Single Man,4.1,eng,192,17451,Univ Of Minnesota Press,Horror,48
16844,Christopher et son monde  1929-1939,4.11,fre,343,1,Hachette Littérature,Mystery,31
16857,The Love of the Last Tycoon,3.65,eng,169,7135,Scribner,Thriller,45
16874,About This Life,4.13,eng,304,595,The Harvill Press,Mystery,44
16878,Arctic Dreams,4.21,eng,496,5155,Vintage,Romance,13
16879,Field Notes: The Grace Note of the Canyon Wren,4.13,eng,176,323,Vintage,Historical Fiction,15
16881,The Rediscovery of North America,4.06,eng,64,245,Vintage,Memoir,30
16886,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,4,eng,272,1121,Simon  Schuster,Memoir,48
16887,How to Write: Advice and Reflections,3.87,eng,240,162,William Morrow Paperbacks,Dystopian,40
16888,John James Audubon,4.13,eng,528,460,Vintage,Biography,23
16891,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,4.05,en-US,335,1864,Vintage,Biography,48
16892,A Hole in the World: An American Boyhood,3.9,eng,288,182,University Press of Kansas,Biography,37
16893,The Crack-Up,3.92,eng,347,2477,New Directions Publishing Corporation,Children's,43
16894,Walden & Resistance to Civil Government (Critical Edition),3.95,eng,482,233,W.W. Norton & Company,Horror,29
16895,Collected Essays and Poems,4.22,eng,703,328,Library of America,Children's,15
16897,The Portable Thoreau,4.18,eng,698,666,Penguin Books,Science Fiction,36
16898,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,4.75,eng,304,8,Skinner House Books,Romance,45
16900,Civil Disobedience and Other Essays,4.06,eng,188,13736,Digireads.com,Horror,30
16902,Walden,3.79,eng,352,128351,Princeton University Press,Children's,13
16908,Interrupted Music: The Making of Tolkien's Mythology,4.21,eng,192,131,Kent State University Press,Fantasy,21
16918,Touchy and Feely (Sissy Sawyer  #1),3.37,eng,208,86,Severn House Publishers,Mystery,15
